"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","portuguese","kreyol"
"","null","html-keyboard-response","237","360436","0.0-1.0-0.118","+","null","",""
"","1821","audio-keyboard-response","238","362433","0.0-1.0-1.118","../audio/teste-vocab--23.mp3","s","acariciar","karese"
"","null","html-keyboard-response","239","362949","0.0-1.0-0.119","+","null","",""
"","1920","audio-keyboard-response","240","365049","0.0-1.0-1.119","../audio/teste-vocab--11.mp3","s","joelho","jenou"
"","null","html-keyboard-response","241","365566","0.0-1.0-0.120","+","null","",""
"","1869","audio-keyboard-response","242","367617","0.0-1.0-1.120","../audio/teste-vocab--87.mp3","s","ave","zwazo"
"","null","html-keyboard-response","243","368128","0.0-1.0-0.121","+","null","",""
"","1901","audio-keyboard-response","244","370194","0.0-1.0-1.121","../audio/teste-vocab--95.mp3","s","submergir","plonje"
"","null","html-keyboard-response","245","371779","0.0-1.0-0.122","+","null","",""
"","1581","audio-keyboard-response","246","373562","0.0-1.0-1.122","../audio/teste-vocab--27.mp3","s","rio","rivyè"
"","null","html-keyboard-response","247","374069","0.0-1.0-0.123","+","null","",""
"","1648","audio-keyboard-response","248","375902","0.0-1.0-1.123","../audio/teste-vocab--105.mp3","s","cítrico","sitrik"
"","null","html-keyboard-response","249","376414","0.0-1.0-0.124","+","null","",""
"","1760","audio-keyboard-response","250","378337","0.0-1.0-1.124","../audio/teste-vocab--84.mp3","s","confiar","konfye"
"","null","html-keyboard-response","251","378840","0.0-1.0-0.125","+","null","",""
"","1848","audio-keyboard-response","252","380858","0.0-1.0-1.125","../audio/teste-vocab--104.mp3","s","ira","pwal"
"","null","html-keyboard-response","253","381370","0.0-1.0-0.126","+","null","",""
"","1888","audio-keyboard-response","254","383459","0.0-1.0-1.126","../audio/teste-vocab--21.mp3","s","baleia","balèn"
"","null","html-keyboard-response","255","383968","0.0-1.0-0.127","+","null","",""
"","1771","audio-keyboard-response","256","385912","0.0-1.0-1.127","../audio/teste-vocab--50.mp3","s","artista","atis"
"","null","html-keyboard-response","257","386426","0.0-1.0-0.128","+","null","",""
"","3309","audio-keyboard-response","258","389922","0.0-1.0-1.128","../audio/teste-vocab--78.mp3","s","quarteto","qwatèt"
"","null","html-keyboard-response","259","390431","0.0-1.0-0.129","+","null","",""
"","4568","audio-keyboard-response","260","395221","0.0-1.0-1.129","../audio/teste-vocab--124.mp3","n","obelisco","obelisk"
